DataType,Name,Longitude,Latitude,URL,Owner,State,Country,Notes
River Gauge,Loddon R at Cairn Curran D/S,143.9667,-36.9867,http://www.bom.gov.au/fwo/IDV67207/IDV67207.588000.plt.shtml,BoM,Vic,Australia,
River Gauge,Creswick Creek at Clunes,143.7898,-37.2966,http://www.bom.gov.au/fwo/IDV67207/IDV67207.588024.plt.shtml,BoM,Vic,Australia,
River Gauge,Birch Creek at Smeaton,143.9225,-37.3338,http://www.bom.gov.au/fwo/IDV67207/IDV67207.588027.plt.shtml,BoM,Vic,Australia,
River Gauge,Tullaroop Ck at Clunes,143.8331,-37.2292,http://www.bom.gov.au/fwo/IDV67207/IDV67207.588013.plt.shtml,BoM,Vic,Australia,
River Gauge,Tullaroop Ck at Tullaroop Res HG,143.8519,-37.0853,http://www.bom.gov.au/fwo/IDV67207/IDV67207.588016.plt.shtml,BoM,Vic,Australia,
River Gauge,Tullaroop Res (Outlet),143.8522,-37.0847,http://www.bom.gov.au/fwo/IDV67207/IDV67207.588012.plt.shtml,BoM,Vic,Australia,
River Gauge,McCallums Ck  R at Carisbrook,143.8017,-37.0839,http://www.bom.gov.au/fwo/IDV67207/IDV67207.588014.plt.shtml,BoM,Vic,Australia,
River Gauge,Bet Bet Ck at Bet Bet,143.7453,-36.9239,http://www.bom.gov.au/fwo/IDV67207/IDV67207.581012.plt.shtml,BoM,Vic,Australia,
River Gauge,Loddon R D/S Laanecoorie,143.9,-36.8333,http://www.bom.gov.au/fwo/IDV67207/IDV67207.581004.plt.shtml,BoM,Vic,Australia,
River Gauge,Loddon R at Serpentine Weir,143.95,-36.4333,http://www.bom.gov.au/fwo/IDV67207/IDV67207.580012.plt.shtml,BoM,Vic,Australia,
River Gauge,Loddon R at Loddon Weir,143.8833,-36.32,http://www.bom.gov.au/fwo/IDV67207/IDV67207.580009.plt.shtml,BoM,Vic,Australia,
River Gauge,Loddon R at Appin South,143.8719,-35.9245,http://www.bom.gov.au/fwo/IDV67207/IDV67207.580002.plt.shtml,BoM,Vic,Australia,
River Gauge,Loddon R at MV Hwy Br (Kerang),143.909,-35.735,http://www.bom.gov.au/fwo/IDV67207/IDV67207.580001.plt.shtml,BoM,Vic,Australia,
River Gauge,Mt Hope Ck at Mitamo,144.2867,-36.165,http://www.bom.gov.au/fwo/IDV67207/IDV67207.580008.plt.shtml,BoM,Vic,Australia,
River Gauge,Avoca R at Ampitheatre,143.4056,-37.182,http://www.bom.gov.au/fwo/IDV67207/IDV67207.581028.plt.shtml,BoM,Vic,Australia,
River Gauge,Avoca R at Archdale Junction,143.5022,-36.8867,http://www.bom.gov.au/fwo/IDV67207/IDV67207.081127.plt.shtml,BoM,Vic,Australia,
River Gauge,Avoca R at Logan,143.471,-36.6228,http://www.bom.gov.au/fwo/IDV67207/IDV67207.581036.plt.shtml,BoM,Vic,Australia,
River Gauge,Avoca R at Yawong Weir,143.2984,-36.4381,http://www.bom.gov.au/fwo/IDV67207/IDV67207.578000.plt.shtml,BoM,Vic,Australia,
River Gauge,Avoca R at Charlton Town,143.3467,-36.2686,http://www.bom.gov.au/fwo/IDV67207/IDV67207.080106.plt.shtml,BoM,Vic,Australia,
River Gauge,Avoca R at Charlton D/S,143.3775,-36.2538,http://www.bom.gov.au/fwo/IDV67207/IDV67207.578001.plt.shtml,BoM,Vic,Australia,
River Gauge,Avoca R at Quambatook,143.5083,-35.9167,http://www.bom.gov.au/fwo/IDV67207/IDV67207.577000.plt.shtml,BoM,Vic,Australia,
River Gauge,Delatite  R at Tonga Bridge,146.125,-37.1517,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588127.plt.shtml,BoM,Vic,Australia,
River Gauge,Jamieson R at Gerrans Bridge,146.1876,-37.2916,http://www.bom.gov.au/fwo/IDV67208/IDV67208.583014.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R at Dohertys,146.1333,-37.35,http://www.bom.gov.au/fwo/IDV67208/IDV67208.583151.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R at Lake Eildon D/S,145.9,-37.25,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588125.plt.shtml,BoM,Vic,Australia,
River Gauge,Rubicon  R at Rubicon,145.8181,-37.2847,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588009.plt.shtml,BoM,Vic,Australia,
River Gauge,Acheron R at Taggerty,145.7167,-37.3167,http://www.bom.gov.au/fwo/IDV67208/IDV67208.088119.plt.shtml,BoM,Vic,Australia,
River Gauge,Home Ck at Yarck,145.6031,-37.1083,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588002.plt.shtml,BoM,Vic,Australia,
River Gauge,Yea R at Devlins Bridge,145.4731,-37.3827,http://www.bom.gov.au/fwo/IDV67208/IDV67208.088125.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R at Ghin Ghin,145.3675,-37.1836,http://www.bom.gov.au/fwo/IDV67208/IDV67208.088078.plt.shtml,BoM,Vic,Australia,
River Gauge,King Parrot Ck at Flowerdale,145.2833,-37.35,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588129.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R at Trawool,145.2,-37.0917,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588007.plt.shtml,BoM,Vic,Australia,
River Gauge,Sunday Ck at Tallarook,145.0667,-37.1,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588126.plt.shtml,BoM,Vic,Australia,
River Gauge,Mollison Ck at Pyalong,144.8561,-37.1225,http://www.bom.gov.au/fwo/IDV67208/IDV67208.088064.plt.shtml,BoM,Vic,Australia,
River Gauge,Sugarloaf Ck at Ash Bridge,145.0533,-37.0617,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588001.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R at Seymour,145.1091,-37.0213,http://www.bom.gov.au/fwo/IDV67208/IDV67208.088126.plt.shtml,BoM,Vic,Australia,
River Gauge,Whiteheads Ck at Seymour,145.2071,-37.0333,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588021.plt.shtml,BoM,Vic,Australia,
River Gauge,Hughes Ck at Tarcombe Road,145.3,-36.95,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588128.plt.shtml,BoM,Vic,Australia,
River Gauge,Major Ck at Graytown,144.9131,-36.8561,http://www.bom.gov.au/fwo/IDV67208/IDV67208.588008.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R at Goulburn Weir HG,145.1683,-36.7167,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581013.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R D/S Goulburn Weir,145.1734,-36.7127,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581009.plt.shtml,BoM,Vic,Australia,
River Gauge,Goulburn R at Murchison,145.2167,-36.6167,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581001.plt.shtml,BoM,Vic,Australia,
River Gauge,Pranjip Ck at Moorilim,145.3,-36.6167,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581010.plt.shtml,BoM,Vic,Australia,
River Gauge,Seven Cks at D/S Polly McQuinns,145.6814,-36.8892,http://www.bom.gov.au/fwo/IDV67208/IDV67208.082154.plt.shtml,BoM,Vic,Australia,
River Gauge,Seven Cks at Galls Gap,145.6183,-36.8811,http://www.bom.gov.au/fwo/IDV67208/IDV67208.082150.plt.shtml,BoM,Vic,Australia,
River Gauge,Seven Cks at Euroa,145.5833,-36.7617,http://www.bom.gov.au/fwo/IDV67208/IDV67208.582017.plt.shtml,BoM,Vic,Australia,
River Gauge,Seven Cks at Kialla West,145.39,-36.4517,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581016.plt.shtml,BoM,Vic,Australia,
River Gauge,Castle Ck at Telford Bridge,145.5683,-36.7858,http://www.bom.gov.au/fwo/IDV67208/IDV67208.082149.plt.shtml,BoM,Vic,Australia,
River Gauge,Castle Ck at Arcadia,145.3417,-36.5917,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581011.plt.shtml,BoM,Vic,Australia,
River Gauge,Honeysuckle Ck at Violet Town,145.7603,-36.7136,http://www.bom.gov.au/fwo/IDV67208/IDV67208.082084.plt.shtml,BoM,Vic,Australia,
River Gauge,Stony Ck at Tamleugh,145.625,-36.5917,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581014.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken R at D/S Bridge Ck,146.1058,-36.9775,http://www.bom.gov.au/fwo/IDV67208/IDV67208.583006.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken R D/S Back Ck Junction,146.0107,-36.8454,http://www.bom.gov.au/fwo/IDV67208/IDV67208.582000.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken R at Broken Weir,145.9822,-36.6181,http://www.bom.gov.au/fwo/IDV67208/IDV67208.582023.plt.shtml,BoM,Vic,Australia,
River Gauge,Holland Ck at Wrightley,146.1278,-36.8211,http://www.bom.gov.au/fwo/IDV67208/IDV67208.082155.plt.shtml,BoM,Vic,Australia,
River Gauge,Ryans Ck at Loombah Head Gauge,146.2181,-36.7228,http://www.bom.gov.au/fwo/IDV67208/IDV67208.582030.plt.shtml,BoM,Vic,Australia,
River Gauge,Holland Ck at Kelfeera,146.0586,-36.6119,http://www.bom.gov.au/fwo/IDV67208/IDV67208.582001.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken R at Benalla,145.9783,-36.555,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581006.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken R at Caseys Weir,145.95,-36.4833,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581000.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken R at Gowangardie Weir,145.6967,-36.435,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581019.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken R at Orrvale,145.445,-36.4333,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581015.plt.shtml,BoM,Vic,Australia,
River Gauge,Waggarandall Weir,145.8343,-36.2936,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581034.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken Ck at School Road,145.7963,-36.1445,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581033.plt.shtml,BoM,Vic,Australia,
River Gauge,Boosey Ck at Tungamah,145.8262,-36.1205,http://www.bom.gov.au/fwo/IDV67208/IDV67208.581023.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken Ck at Katamatite,145.685,-36.0986,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580017.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken Ck at Numurkah (Melville St),145.4422,-36.0942,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580020.plt.shtml,BoM,Vic,Australia,
River Gauge,Nine Mile Ck at Sellicks Rd,145.4862,-36.131,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580024.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken Ck at Larissa Rd,145.593,-36.0988,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580021.plt.shtml,BoM,Vic,Australia,
River Gauge,Muckatah Ck at Katamatite East,145.7601,-36.0312,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580022.plt.shtml,BoM,Vic,Australia,
River Gauge,Muckatah Ck at Nahring Hall Rd,145.4897,-36.0551,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580023.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken Ck at Walshes Bridge,145.3306,-36.0997,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580019.plt.shtml,BoM,Vic,Australia,
River Gauge,Broken ck at Nathalia,145.2108,-36.0689,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580018.plt.shtml,BoM,Vic,Australia,
River Gauge,Murray R at Cobram,145.6667,-35.9167,http://www.bom.gov.au/fwo/IDV67208/IDV67208.580007.plt.shtml,BoM,Vic,Australia,
River Gauge,Corryong Ck at Towong,147.9675,-36.1014,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582026.plt.shtml,BoM,Vic,Australia,
River Gauge,Cudgewa Ck at Berringama,147.6783,-36.2116,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582009.plt.shtml,BoM,Vic,Australia,
River Gauge,Cudgewa Ck at Cudgewa North,147.8683,-36.0669,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582028.plt.shtml,BoM,Vic,Australia,
River Gauge,Mitta Mitta R at Hinnomunjie,147.6044,-36.9475,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583005.plt.shtml,BoM,Vic,Australia,
River Gauge,Lake Dartmouth HG,147.525,-36.56,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582008.plt.shtml,BoM,Vic,Australia,
River Gauge,Mitta Mitta R at Colemans,147.4667,-36.55,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582010.plt.shtml,BoM,Vic,Australia,
River Gauge,Snowy Ck at Granite Flat,147.4119,-36.5706,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582018.plt.shtml,BoM,Vic,Australia,
River Gauge,Tallangatta Ck at McCallums,147.33,-36.2083,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582022.plt.shtml,BoM,Vic,Australia,
River Gauge,Kiewa R at Mongans Bridge,147.1006,-36.5953,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582012.plt.shtml,BoM,Vic,Australia,
River Gauge,Kiewa R at Kiewa (Mainbranch),147.0192,-36.2552,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582011.plt.shtml,BoM,Vic,Australia,
River Gauge,Kiewa R at Kiewa (Anabranch),147.0167,-36.2583,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582007.plt.shtml,BoM,Vic,Australia,
River Gauge,Yackandandah Ck at Osbornes Flat,146.9033,-36.3067,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582020.plt.shtml,BoM,Vic,Australia,
River Gauge,Ovens R at Harrietville,147.062,-36.8799,http://www.bom.gov.au/fwo/IDV67209/IDV67209.083001.plt.shtml,BoM,Vic,Australia,
River Gauge,Ovens R at Bright,146.9514,-36.7275,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583148.plt.shtml,BoM,Vic,Australia,
River Gauge,Buckland R at Upper Buckland,146.8581,-36.8547,http://www.bom.gov.au/fwo/IDV67209/IDV67209.083058.plt.shtml,BoM,Vic,Australia,
River Gauge,Buckland R at Harris Lane,146.8803,-36.7228,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583003.plt.shtml,BoM,Vic,Australia,
River Gauge,Ovens R at Eurobin,146.8567,-36.6533,http://www.bom.gov.au/fwo/IDV67209/IDV67209.082112.plt.shtml,BoM,Vic,Australia,
River Gauge,Happy Valley Ck at Rosewhite,146.8203,-36.5775,http://www.bom.gov.au/fwo/IDV67209/IDV67209.082162.plt.shtml,BoM,Vic,Australia,
River Gauge,Ovens R at Myrtleford,146.7172,-36.5678,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582027.plt.shtml,BoM,Vic,Australia,
River Gauge,Buffalo R at Abbeyard,146.7017,-36.9117,http://www.bom.gov.au/fwo/IDV67209/IDV67209.083018.plt.shtml,BoM,Vic,Australia,
River Gauge,Rose R at Matong North,146.5834,-36.8273,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583000.plt.shtml,BoM,Vic,Australia,
River Gauge,Dandongadale R at Matong North,146.6314,-36.8055,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583011.plt.shtml,BoM,Vic,Australia,
River Gauge,Lake Buffalo HG,146.6667,-36.7167,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583150.plt.shtml,BoM,Vic,Australia,
River Gauge,Buffalo R at Lake Buffalo D/S,146.6667,-36.7167,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583007.plt.shtml,BoM,Vic,Australia,
River Gauge,Ovens R at Rocky Point,146.6672,-36.5353,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582014.plt.shtml,BoM,Vic,Australia,
River Gauge,Ovens R at Peechelba East,146.2367,-36.1617,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582021.plt.shtml,BoM,Vic,Australia,
River Gauge,King R at L. William Hovell D/S,146.3917,-36.9167,http://www.bom.gov.au/fwo/IDV67209/IDV67209.583002.plt.shtml,BoM,Vic,Australia,
River Gauge,King R at Cheshunt,146.3982,-36.8314,http://www.bom.gov.au/fwo/IDV67209/IDV67209.082105.plt.shtml,BoM,Vic,Australia,
River Gauge,King R at Edi,146.4197,-36.6592,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582005.plt.shtml,BoM,Vic,Australia,
River Gauge,Boggy Ck at Angleside,146.3583,-36.6083,http://www.bom.gov.au/fwo/IDV67209/IDV67209.082116.plt.shtml,BoM,Vic,Australia,
River Gauge,King R at Docker Road,146.3867,-36.5183,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582004.plt.shtml,BoM,Vic,Australia,
River Gauge,Hurdle Ck at Bobinwarrah,146.4483,-36.5131,http://www.bom.gov.au/fwo/IDV67209/IDV67209.082128.plt.shtml,BoM,Vic,Australia,
River Gauge,Fifteen Mile Ck at Greta South,146.244,-36.6197,http://www.bom.gov.au/fwo/IDV67209/IDV67209.582002.plt.shtml,BoM,Vic,Australia,
River Gauge,Fifteen Mile Ck at Glenrowan,146.2461,-36.4708,http://www.bom.gov.au/fwo/IDV67209/IDV67209.082108.plt.shtml,BoM,Vic,Australia,
River Gauge,Goodga River at Black Cat Flat,118.0833,-34.9333,http://www.bom.gov.au/fwo/IDW62407/IDW62407.509011.plt.shtml,BoM,WA,Australia,
River Gauge,Kalgan River at Stevens Farm,117.9994,-34.8858,http://www.bom.gov.au/fwo/IDW62407/IDW62407.509320.plt.shtml,BoM,WA,Australia,
River Gauge,King River at Billa Boya Reserve,117.8748,-34.9321,http://www.bom.gov.au/fwo/IDW62407/IDW62407.509585.plt.shtml,BoM,WA,Australia,
River Gauge,Pallinup River at Bull Crossing,118.65,-34.3333,http://www.bom.gov.au/fwo/IDW62407/IDW62407.510026.plt.shtml,BoM,WA,Australia,
River Gauge,Young River at Cascades,120.9659,-33.5385,http://www.bom.gov.au/fwo/IDW62407/IDW62407.512018.plt.shtml,BoM,WA,Australia,
River Gauge,Lort River at Fairfield,121.2567,-33.7433,http://www.bom.gov.au/fwo/IDW62407/IDW62407.509195.plt.shtml,BoM,WA,Australia,
River Gauge,Coramup Creek at Myrup Road,121.9261,-33.7633,http://www.bom.gov.au/fwo/IDW62407/IDW62407.509546.plt.shtml,BoM,WA,Australia,
River Gauge,Bandy Creek at Fisheries Road,121.9878,-33.7419,http://www.bom.gov.au/fwo/IDW62407/IDW62407.509513.plt.shtml,BoM,WA,Australia,
River Gauge,Yilgarn River at Gairdners Crossing,117.7403,-31.6578,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510030.plt.shtml,BoM,WA,Australia,
River Gauge,Lockhart River at Kwolyn Hill,117.7667,-31.8667,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510252.plt.shtml,BoM,WA,Australia,
River Gauge,Avon River at Boyagarra Rd,117.1838,-32.2836,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510514.plt.shtml,BoM,WA,Australia,
River Gauge,Salt River at Qualandary Crossing,117.1517,-32.2429,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510058.plt.shtml,BoM,WA,Australia,
River Gauge,Avon River at Bells Farm,117.142,-32.2476,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510524.plt.shtml,BoM,WA,Australia,
River Gauge,Avon River at Beverley Br,116.9272,-32.1261,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510507.plt.shtml,BoM,WA,Australia,
River Gauge,Dale River at Waterhatch Br,116.8356,-32.1166,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510508.plt.shtml,BoM,WA,Australia,
River Gauge,Avon River at York,116.7847,-31.8778,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510059.plt.shtml,BoM,WA,Australia,
River Gauge,Avon River at Northam Weir,116.6711,-31.6478,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510061.plt.shtml,BoM,WA,Australia,
River Gauge,Mortlock River North at Frenches,116.6558,-31.5589,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510000.plt.shtml,BoM,WA,Australia,
River Gauge,Mortlock River at ODriscolls Farm,116.8289,-31.7231,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510035.plt.shtml,BoM,WA,Australia,
River Gauge,Avon River at Stirling Tce Toodyay,116.4619,-31.5492,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510060.plt.shtml,BoM,WA,Australia,
River Gauge,Wooroloo Brook at Karls Ranch,116.1164,-31.7336,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509376.plt.shtml,BoM,WA,Australia,
River Gauge,Brockman River at Tanamerah,116.0916,-31.3442,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509447.plt.shtml,BoM,WA,Australia,
River Gauge,Brockman River at Yalliawirra,116.1178,-31.6744,http://www.bom.gov.au/fwo/IDW62404/IDW62404.510523.plt.shtml,BoM,WA,Australia,
River Gauge,Swan River at Walyunga,116.0685,-31.7505,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509438.plt.shtml,BoM,WA,Australia,
River Gauge,Ellen Brook at Railway Parade,116.0248,-31.7511,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509457.plt.shtml,BoM,WA,Australia,
River Gauge,Jane Brook at National Park,116.0948,-31.884,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509456.plt.shtml,BoM,WA,Australia,
River Gauge,Darkin River at Pine Plantation,116.2927,-32.0684,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509471.plt.shtml,BoM,WA,Australia,
River Gauge,Swan River at Meadow Street Br,115.9717,-31.8944,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509378.plt.shtml,BoM,WA,Australia,
River Gauge,Swan River at Barrack Street Jetty,115.8572,-31.9597,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509440.plt.shtml,BoM,WA,Australia,
River Gauge,Canning River at Seaforth,116.0167,-32.0944,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509379.plt.shtml,BoM,WA,Australia,
River Gauge,Southern River at Anaconda Drive,115.9789,-32.0789,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509063.plt.shtml,BoM,WA,Australia,
River Gauge,Canning River at Kent St Weir,115.9211,-32.0214,http://www.bom.gov.au/fwo/IDW62404/IDW62404.509484.plt.shtml,BoM,WA,Australia,
River Gauge,Walsall Bk at Chapman Hill Rd CB2,115.3545,-33.7371,http://www.bom.gov.au/fwo/IDW62406/IDW62406.109509.plt.shtml,BoM,WA,Australia,
River Gauge,Vasse River at Doyle Rd CB1,115.3432,-33.744,http://www.bom.gov.au/fwo/IDW62406/IDW62406.109508.plt.shtml,BoM,WA,Australia,
River Gauge,Sabina Main Drain at Vasse Hwy CB3,115.4002,-33.7033,http://www.bom.gov.au/fwo/IDW62406/IDW62406.009984.plt.shtml,BoM,WA,Australia,
River Gauge,Vasse Diversion at Wonnerup East Rd,115.4311,-33.7033,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509523.plt.shtml,BoM,WA,Australia,
River Gauge,Carbunup River at Lennox Vineyard,115.1931,-33.6683,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509522.plt.shtml,BoM,WA,Australia,
River Gauge,Wilyabrup Brook at Woodlands,115.0219,-33.7961,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509190.plt.shtml,BoM,WA,Australia,
River Gauge,Margaret River at Willmots Farm,115.05,-33.95,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509065.plt.shtml,BoM,WA,Australia,
River Gauge,Margaret River Nth at Whicher Range,115.4333,-33.8,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509355.plt.shtml,BoM,WA,Australia,
River Gauge,North Arthur River at Lake Toolibin,117.6139,-32.9047,http://www.bom.gov.au/fwo/IDW62406/IDW62406.510500.plt.shtml,BoM,WA,Australia,
River Gauge,Arthur River at Mount Brown,116.9386,-33.3681,http://www.bom.gov.au/fwo/IDW62406/IDW62406.510501.plt.shtml,BoM,WA,Australia,
River Gauge,Beaufort River at Manywaters,116.9644,-33.4931,http://www.bom.gov.au/fwo/IDW62406/IDW62406.510502.plt.shtml,BoM,WA,Australia,
River Gauge,Blackwood River at Boyup Flax Mill,116.4011,-33.8353,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509519.plt.shtml,BoM,WA,Australia,
River Gauge,Blackwood River at Winnejup,116.3141,-33.98,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509461.plt.shtml,BoM,WA,Australia,
River Gauge,Blackwood River at Bridgetown,116.1339,-33.9675,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509517.plt.shtml,BoM,WA,Australia,
River Gauge,Blackwood River at Nannup,115.7697,-33.9744,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509518.plt.shtml,BoM,WA,Australia,
River Gauge,Blackwood River at Darradup,115.6191,-34.0715,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509473.plt.shtml,BoM,WA,Australia,
River Gauge,Blackwood River at Gingilup,115.5196,-34.1047,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509468.plt.shtml,BoM,WA,Australia,
River Gauge,Chapman River at Forest Grove,115.1532,-34.0834,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509470.plt.shtml,BoM,WA,Australia,
River Gauge,Blackwood River at Hut Pool,115.2928,-34.0908,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509549.plt.shtml,BoM,WA,Australia,
River Gauge,Scott River at Brennans Ford,115.3022,-34.2761,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509199.plt.shtml,BoM,WA,Australia,
River Gauge,Donnelly River at Strickland,115.7846,-34.3272,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509467.plt.shtml,BoM,WA,Australia,
River Gauge,Wilgarup River at Quintarrup,116.3475,-34.3486,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509482.plt.shtml,BoM,WA,Australia,
River Gauge,Warren River at Wheatley Farm,116.2777,-34.3694,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509465.plt.shtml,BoM,WA,Australia,
River Gauge,Lefroy Brook at Rainbow Trail,116.016,-34.4275,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509572.plt.shtml,BoM,WA,Australia,
River Gauge,Lefroy Brook at Cascades,116.0296,-34.475,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509464.plt.shtml,BoM,WA,Australia,
River Gauge,Warren River at Barker Rd Crossing,115.8994,-34.5217,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509463.plt.shtml,BoM,WA,Australia,
River Gauge,Gardner River at Baldania Ck Confl,116.1833,-34.7667,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509196.plt.shtml,BoM,WA,Australia,
River Gauge,Weld River at Wattle Block,116.5237,-34.6889,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509412.plt.shtml,BoM,WA,Australia,
River Gauge,Weld River at Ordnance Rd Crossing,116.5752,-34.8069,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509266.plt.shtml,BoM,WA,Australia,
River Gauge,Deep River at Teds Pool,116.6167,-34.7667,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509300.plt.shtml,BoM,WA,Australia,
River Gauge,Shannon River at Dog Pool,116.3762,-34.7637,http://www.bom.gov.au/fwo/IDW62406/IDW62406.509578.plt.shtml,BoM,WA,Australia,
