DataType,Name,Longitude,Latitude,URL,Owner,State,Country,Notes
Ocean Buoy (NDBC),"SD 1073 - 24 NM SSW of San Francisco, CA (Site of 46012) (1801589)",-122.89,37.31,https://www.ndbc.noaa.gov/station_page.php?station=1801589,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST TOKYO - 700NM ESE of Tokyo, JP (21413)",152.123,30.514,https://www.ndbc.noaa.gov/station_page.php?station=21413,NOAA,,,
Ocean Buoy (NDBC),"AMCHITKA - 170 NM South of Amchitka, AK (21414)",178.237,48.963,https://www.ndbc.noaa.gov/station_page.php?station=21414,NOAA,,,
Ocean Buoy (NDBC),"ATTU - 175 NM South of Attu, AK (21415)",171.897,50.153,https://www.ndbc.noaa.gov/station_page.php?station=21415,NOAA,,,
Ocean Buoy (NDBC),"KAMCHATKA PENINSULA - 240NM SE of Kamchatka Peninsula, RU (21416)",163.43,48.12,https://www.ndbc.noaa.gov/station_page.php?station=21416,NOAA,,,
Ocean Buoy (NDBC),290NM SE of the Kuril Islands (21417),157.142,43.192,https://www.ndbc.noaa.gov/station_page.php?station=21417,NOAA,,,
Ocean Buoy (NDBC),"NORTHEAST TOKYO - 450 NM NE of Tokyo, JP (21418)",148.847,38.716,https://www.ndbc.noaa.gov/station_page.php?station=21418,NOAA,,,
Ocean Buoy (NDBC),KURIL ISLANDS - 209NM SE of Kuril Is. (21419),155.653,44.401,https://www.ndbc.noaa.gov/station_page.php?station=21419,NOAA,,,
Ocean Buoy (NDBC),SOUTHEAST MIYAZAKI - 260NM Southeast of Miyazaki (21420),134.999,28.91,https://www.ndbc.noaa.gov/station_page.php?station=21420,NOAA,,,
Ocean Buoy (NDBC),-32301,-105.2,-9.9,https://www.ndbc.noaa.gov/station_page.php?station=32301,NOAA,,,
Ocean Buoy (NDBC),-32302,-85.1,-18,https://www.ndbc.noaa.gov/station_page.php?station=32302,NOAA,,,
Ocean Buoy (NDBC),"WEST PANAMA - 710 NM WSW of Panama City, Panama (32411)",-90.79,4.973,https://www.ndbc.noaa.gov/station_page.php?station=32411,NOAA,,,
Ocean Buoy (NDBC),"SOUTHWEST LIMA - 645 NM SW of Lima, Peru (32412)",-86.374,-17.984,https://www.ndbc.noaa.gov/station_page.php?station=32412,NOAA,,,
Ocean Buoy (NDBC),"NORTHWEST LIMA - 1000 NM WNW of Lima, Peru (32413)",-93.442,-7.435,https://www.ndbc.noaa.gov/station_page.php?station=32413,NOAA,,,
Ocean Buoy (NDBC),"SOUTHWEST LIMA 645NM SW of Lima, Peru (32D12)",-86.33,-17.98,https://www.ndbc.noaa.gov/station_page.php?station=32D12,NOAA,,,
Ocean Buoy (NDBC),ADRIFT BUOY FROM 32413 (32D13),-93.48,-7.43,https://www.ndbc.noaa.gov/station_page.php?station=32D13,NOAA,,,
Ocean Buoy (NDBC),EAST HATTERAS - 150 NM East of Cape Hatteras (41001),-72.242,34.703,https://www.ndbc.noaa.gov/station_page.php?station=41001,NOAA,,,
Ocean Buoy (NDBC),SOUTH HATTERAS - 225 NM South of Cape Hatteras (41002),-74.936,31.759,https://www.ndbc.noaa.gov/station_page.php?station=41002,NOAA,,,
Ocean Buoy (NDBC),-41003,-80.1,30.4,https://www.ndbc.noaa.gov/station_page.php?station=41003,NOAA,,,
Ocean Buoy (NDBC),"EDISTO - 41 NM Southeast of Charleston, SC (41004)",-79.099,32.502,https://www.ndbc.noaa.gov/station_page.php?station=41004,NOAA,,,
Ocean Buoy (NDBC),-41005,-79.7,31.7,https://www.ndbc.noaa.gov/station_page.php?station=41005,NOAA,,,
Ocean Buoy (NDBC),-41006,-77.4,29.3,https://www.ndbc.noaa.gov/station_page.php?station=41006,NOAA,,,
Ocean Buoy (NDBC),-41007,-76.5,34.2,https://www.ndbc.noaa.gov/station_page.php?station=41007,NOAA,,,
Ocean Buoy (NDBC),"GRAYS REEF - 40 NM Southeast of Savannah, GA (41008)",-80.866,31.4,https://www.ndbc.noaa.gov/station_page.php?station=41008,NOAA,,,
Ocean Buoy (NDBC),"CANAVERAL 20 NM East of Cape Canaveral, FL (41009)",-80.185,28.508,https://www.ndbc.noaa.gov/station_page.php?station=41009,NOAA,,,
Ocean Buoy (NDBC),CANAVERAL EAST - 120NM East of Cape Canaveral (41010),-78.485,28.878,https://www.ndbc.noaa.gov/station_page.php?station=41010,NOAA,,,
Ocean Buoy (NDBC),-41011,-80.1,28.2,https://www.ndbc.noaa.gov/station_page.php?station=41011,NOAA,,,
Ocean Buoy (NDBC),"St. Augustine, FL 40NM ENE of St Augustine, FL (41012)",-80.534,30.042,https://www.ndbc.noaa.gov/station_page.php?station=41012,NOAA,,,
Ocean Buoy (NDBC),"Frying Pan Shoals, NC (41013)",-77.764,33.441,https://www.ndbc.noaa.gov/station_page.php?station=41013,NOAA,,,
Ocean Buoy (NDBC),-41015,-75.3,35.4,https://www.ndbc.noaa.gov/station_page.php?station=41015,NOAA,,,
Ocean Buoy (NDBC),-41016,-76.5,24.6,https://www.ndbc.noaa.gov/station_page.php?station=41016,NOAA,,,
Ocean Buoy (NDBC),-41017,-75.1,35.4,https://www.ndbc.noaa.gov/station_page.php?station=41017,NOAA,,,
Ocean Buoy (NDBC),-41018,-75,15,https://www.ndbc.noaa.gov/station_page.php?station=41018,NOAA,,,
Ocean Buoy (NDBC),Olympic Northeast (41021),-80.85,31.92,https://www.ndbc.noaa.gov/station_page.php?station=41021,NOAA,,,
Ocean Buoy (NDBC),Olympic Southwest (41022),-80.86,31.89,https://www.ndbc.noaa.gov/station_page.php?station=41022,NOAA,,,
Ocean Buoy (NDBC),Olympic Southwest (41023),-80.93,31.92,https://www.ndbc.noaa.gov/station_page.php?station=41023,NOAA,,,
Ocean Buoy (NDBC),"Diamond Shoals, NC (41025)",-75.454,35.01,https://www.ndbc.noaa.gov/station_page.php?station=41025,NOAA,,,
Ocean Buoy (NDBC),"Onslow Bay Inner, NC (41035)",-77.28,34.476,https://www.ndbc.noaa.gov/station_page.php?station=41035,NOAA,,,
Ocean Buoy (NDBC),"Onslow Bay Outer, NC (41036)",-76.949,34.207,https://www.ndbc.noaa.gov/station_page.php?station=41036,NOAA,,,
Ocean Buoy (NDBC),NORTH EQUATORIAL ONE- 470 NM East of Martinique (41040),-53.137,14.541,https://www.ndbc.noaa.gov/station_page.php?station=41040,NOAA,,,
Ocean Buoy (NDBC),NORTH EQUATORIAL TWO - 890 NM East of Martinique (41041),-46.327,14.453,https://www.ndbc.noaa.gov/station_page.php?station=41041,NOAA,,,
Ocean Buoy (NDBC),"NE PUERTO RICO - 170 NM NNE of San Juan, PR (41043)",-64.793,21.026,https://www.ndbc.noaa.gov/station_page.php?station=41043,NOAA,,,
Ocean Buoy (NDBC),NE ST MARTIN - 330 NM NE St Martin Is (41044),-58.63,21.582,https://www.ndbc.noaa.gov/station_page.php?station=41044,NOAA,,,
Ocean Buoy (NDBC),"EAST BAHAMAS - 335 NM East of San Salvador Is,  Bahamas (41046)",-68.393,23.822,https://www.ndbc.noaa.gov/station_page.php?station=41046,NOAA,,,
Ocean Buoy (NDBC),"NE BAHAMAS - 350 NM ENE of Nassau, Bahamas (41047)",-71.452,27.465,https://www.ndbc.noaa.gov/station_page.php?station=41047,NOAA,,,
Ocean Buoy (NDBC),WEST BERMUDA - 240 NM West of Bermuda (41048),-69.573,31.831,https://www.ndbc.noaa.gov/station_page.php?station=41048,NOAA,,,
Ocean Buoy (NDBC),SOUTH BERMUDA - 300 NM SSE of Bermuda (41049),-63.288,26.0387,https://www.ndbc.noaa.gov/station_page.php?station=41049,NOAA,,,
Ocean Buoy (NDBC),"NORTH SANTO DOMINGO - 328NM NNE of Santo Domingo, DO (41420)",-67.345,23.375,https://www.ndbc.noaa.gov/station_page.php?station=41420,NOAA,,,
Ocean Buoy (NDBC),"NORTH ST THOMAS - 300 NM North of St Thomas, Virgin Is (41421)",-63.902,23.373,https://www.ndbc.noaa.gov/station_page.php?station=41421,NOAA,,,
Ocean Buoy (NDBC),"EAST CHARLESTON - 370 NM East of Charleston, SC (41424)",-72.66,33,https://www.ndbc.noaa.gov/station_page.php?station=41424,NOAA,,,
Ocean Buoy (NDBC),"SOUTHWEST BERMUDA - 200 NM SSW of Hamilton, Bermuda (41425)",-65.623,28.667,https://www.ndbc.noaa.gov/station_page.php?station=41425,NOAA,,,
Ocean Buoy (NDBC),"EAST BAHAMAS - 335 NM East of San Salvador Is, Bahamas backup (41A46)",-68.333,23.838,https://www.ndbc.noaa.gov/station_page.php?station=41A46,NOAA,,,
Ocean Buoy (NDBC),NORTH EQUATORIAL TWO - 890 NM East of Martinique (41B41),-46.082,14.329,https://www.ndbc.noaa.gov/station_page.php?station=41B41,NOAA,,,
Ocean Buoy (NDBC),Adrift from 41420 (41D20),-67.287,23.508,https://www.ndbc.noaa.gov/station_page.php?station=41D20,NOAA,,,
Ocean Buoy (NDBC),"170 NM NNE of San Juan, PR (SCP12) (41S43)",-64.856,21.132,https://www.ndbc.noaa.gov/station_page.php?station=41S43,NOAA,,,
Ocean Buoy (NDBC),"335 NM East of San Salvador Is, Bahamas (SCP10) (41S46)",-68.481,23.866,https://www.ndbc.noaa.gov/station_page.php?station=41S46,NOAA,,,
Ocean Buoy (NDBC),"MID GULF - 180 nm South of Southwest Pass, LA (42001)",-89.662,25.926,https://www.ndbc.noaa.gov/station_page.php?station=42001,NOAA,,,
Ocean Buoy (NDBC),"WEST GULF - 207 NM East of Brownsville, TX (42002)",-93.646,26.055,https://www.ndbc.noaa.gov/station_page.php?station=42002,NOAA,,,
Ocean Buoy (NDBC),"East GULF - 208 NM West of Naples, FL (42003)",-85.616,25.925,https://www.ndbc.noaa.gov/station_page.php?station=42003,NOAA,,,
Ocean Buoy (NDBC),-42004,-85.5,27.5,https://www.ndbc.noaa.gov/station_page.php?station=42004,NOAA,,,
Ocean Buoy (NDBC),-42005,-85.9,30,https://www.ndbc.noaa.gov/station_page.php?station=42005,NOAA,,,
Ocean Buoy (NDBC),-42006,-96,26.5,https://www.ndbc.noaa.gov/station_page.php?station=42006,NOAA,,,
Ocean Buoy (NDBC),"BILOXI - 22 NM SSE of Biloxi, MS (42007)",-88.769,30.09,https://www.ndbc.noaa.gov/station_page.php?station=42007,NOAA,,,
Ocean Buoy (NDBC),-42008,-95.3,28.7,https://www.ndbc.noaa.gov/station_page.php?station=42008,NOAA,,,
Ocean Buoy (NDBC),-42009,-87.5,29.3,https://www.ndbc.noaa.gov/station_page.php?station=42009,NOAA,,,
Ocean Buoy (NDBC),-42010,-93.4,29.7,https://www.ndbc.noaa.gov/station_page.php?station=42010,NOAA,,,
Ocean Buoy (NDBC),-42011,-93.5,29.7,https://www.ndbc.noaa.gov/station_page.php?station=42011,NOAA,,,
Ocean Buoy (NDBC),"ORANGE BEACH - 44 NM SE of Mobile, AL (42012)",-87.548,30.06,https://www.ndbc.noaa.gov/station_page.php?station=42012,NOAA,,,
Ocean Buoy (NDBC),-42015,-88.2,30.1,https://www.ndbc.noaa.gov/station_page.php?station=42015,NOAA,,,
Ocean Buoy (NDBC),-42016,-88.1,30.2,https://www.ndbc.noaa.gov/station_page.php?station=42016,NOAA,,,
Ocean Buoy (NDBC),-42017,-90.9,27.9,https://www.ndbc.noaa.gov/station_page.php?station=42017,NOAA,,,
Ocean Buoy (NDBC),-42018,-88.2,30,https://www.ndbc.noaa.gov/station_page.php?station=42018,NOAA,,,
Ocean Buoy (NDBC),"FREEPORT, TX - 60 NM South of Freeport, TX (42019)",-95.345,27.91,https://www.ndbc.noaa.gov/station_page.php?station=42019,NOAA,,,
Ocean Buoy (NDBC),"CORPUS CHRISTI, TX - 60NM SSE of Corpus Christi, TX (42020)",-96.687,26.955,https://www.ndbc.noaa.gov/station_page.php?station=42020,NOAA,,,
Ocean Buoy (NDBC),-42025,-80.4,24.9,https://www.ndbc.noaa.gov/station_page.php?station=42025,NOAA,,,
Ocean Buoy (NDBC),"GALVESTON,TX -  22 NM East of Galveston, TX (42035)",-94.404,29.237,https://www.ndbc.noaa.gov/station_page.php?station=42035,NOAA,,,
Ocean Buoy (NDBC),"WEST TAMPA  - 112 NM WNW of Tampa, FL (42036)",-84.508,28.501,https://www.ndbc.noaa.gov/station_page.php?station=42036,NOAA,,,
Ocean Buoy (NDBC),-42037,-81.4,24.5,https://www.ndbc.noaa.gov/station_page.php?station=42037,NOAA,,,
Ocean Buoy (NDBC),North Mid Gulf of Mexico (42038),-92.555,27.421,https://www.ndbc.noaa.gov/station_page.php?station=42038,NOAA,,,
Ocean Buoy (NDBC),"PENSACOLA - 115NM SSE of Pensacola, FL (42039)",-86.007,28.787,https://www.ndbc.noaa.gov/station_page.php?station=42039,NOAA,,,
Ocean Buoy (NDBC),"LUKE OFFSHORE TEST PLATFORM - 63 NM South of Dauphin Island, AL (42040)",-88.237,29.207,https://www.ndbc.noaa.gov/station_page.php?station=42040,NOAA,,,
Ocean Buoy (NDBC),"North Mid Gulf 110NM South of Grand Isle, LA (42041)",-90.462,27.504,https://www.ndbc.noaa.gov/station_page.php?station=42041,NOAA,,,
Ocean Buoy (NDBC),Pascagoula (42042),-88.32,29.88,https://www.ndbc.noaa.gov/station_page.php?station=42042,NOAA,,,
Ocean Buoy (NDBC),Pascagoula South (42053),-88.5,29.55,https://www.ndbc.noaa.gov/station_page.php?station=42053,NOAA,,,
Ocean Buoy (NDBC),East Gulf (42054),-87.73,26,https://www.ndbc.noaa.gov/station_page.php?station=42054,NOAA,,,
Ocean Buoy (NDBC),"BAY OF CAMPECHE - 214 NM NE of Veracruz, MX (42055)",-94.112,22.14,https://www.ndbc.noaa.gov/station_page.php?station=42055,NOAA,,,
Ocean Buoy (NDBC),"Yucatan Basin - 120 NM ESE of Cozumel, MX (42056)",-84.945,19.82,https://www.ndbc.noaa.gov/station_page.php?station=42056,NOAA,,,
Ocean Buoy (NDBC),"Western Caribbean - 195 NM WSW of Negril, Jamaica (42057)",-81.575,16.973,https://www.ndbc.noaa.gov/station_page.php?station=42057,NOAA,,,
Ocean Buoy (NDBC),"Central Caribbean - 210 NM SSE of Kingston, Jamaica (42058)",-75.061,14.844,https://www.ndbc.noaa.gov/station_page.php?station=42058,NOAA,,,
Ocean Buoy (NDBC),"Eastern Caribbean Sea - 180 NM SSW of Ponce, PR (42059)",-67.483,15.3,https://www.ndbc.noaa.gov/station_page.php?station=42059,NOAA,,,
Ocean Buoy (NDBC),Caribbean Valley - 63 NM WSW of Montserrat (42060),-63.329,16.434,https://www.ndbc.noaa.gov/station_page.php?station=42060,NOAA,,,
Ocean Buoy (NDBC),Near 42058 Central Caribbean (42065),-75.046,14.926,https://www.ndbc.noaa.gov/station_page.php?station=42065,NOAA,,,
Ocean Buoy (NDBC),"Offshore Sand Key, FL (42080)",-81.934,24.396,https://www.ndbc.noaa.gov/station_page.php?station=42080,NOAA,,,
Ocean Buoy (NDBC),"SOUTH PUERTO RICO - 230 NM Southwest of San Juan, PR (42407)",-68.2,15.285,https://www.ndbc.noaa.gov/station_page.php?station=42407,NOAA,,,
Ocean Buoy (NDBC),"EAST GULF of MEXICO - 225NM WNW of Loggerhead Key, FL (42408)",-87,25.2,https://www.ndbc.noaa.gov/station_page.php?station=42408,NOAA,,,
Ocean Buoy (NDBC),"GULF OF MEXICO - 247 NM South of New Orleans, LA (42409)",-89.288,25.797,https://www.ndbc.noaa.gov/station_page.php?station=42409,NOAA,,,
Ocean Buoy (NDBC),DART WAVE GLIDER STATION (42429),-85.671,27.401,https://www.ndbc.noaa.gov/station_page.php?station=42429,NOAA,,,
Ocean Buoy (NDBC),"SD 1042 - 180 nm South of Southwest Pass, LA (Site of 42001) (42501)",0,0,https://www.ndbc.noaa.gov/station_page.php?station=42501,NOAA,,,
Ocean Buoy (NDBC),"SD 1036 - 208 NM West of Naples, FL (Site of 42003) (42503)",0,0,https://www.ndbc.noaa.gov/station_page.php?station=42503,NOAA,,,
Ocean Buoy (NDBC),Moored Drifter (42534),0,0,https://www.ndbc.noaa.gov/station_page.php?station=42534,NOAA,,,
Ocean Buoy (NDBC),"SOUTHWEST MANZANILLO - 240 NM SW of Manzanillo, MX (43412)",-106.989,16.003,https://www.ndbc.noaa.gov/station_page.php?station=43412,NOAA,,,
Ocean Buoy (NDBC),"SOUTH ACAPULCO - 360NM South of Acapulco, MX (43413)",-100.03,10.949,https://www.ndbc.noaa.gov/station_page.php?station=43413,NOAA,,,
Ocean Buoy (NDBC),-44001,-73.6,38.7,https://www.ndbc.noaa.gov/station_page.php?station=44001,NOAA,,,
Ocean Buoy (NDBC),-44003,-68.5,40.8,https://www.ndbc.noaa.gov/station_page.php?station=44003,NOAA,,,
Ocean Buoy (NDBC),"HOTEL 200NM East of Cape May,NJ (44004)",-70.433,38.484,https://www.ndbc.noaa.gov/station_page.php?station=44004,NOAA,,,
Ocean Buoy (NDBC),"GULF OF MAINE - 78 NM East of Portsmouth, NH (44005)",-69.127,43.201,https://www.ndbc.noaa.gov/station_page.php?station=44005,NOAA,,,
Ocean Buoy (NDBC),-44006,-75.4,36.3,https://www.ndbc.noaa.gov/station_page.php?station=44006,NOAA,,,
Ocean Buoy (NDBC),"PORTLAND - 12 NM Southeast of Portland,ME (44007)",-70.14,43.525,https://www.ndbc.noaa.gov/station_page.php?station=44007,NOAA,,,
Ocean Buoy (NDBC),NANTUCKET 54 NM Southeast of Nantucket (44008),-69.25,40.496,https://www.ndbc.noaa.gov/station_page.php?station=44008,NOAA,,,
Ocean Buoy (NDBC),"DELAWARE BAY 26 NM Southeast of Cape May, NJ (44009)",-74.692,38.46,https://www.ndbc.noaa.gov/station_page.php?station=44009,NOAA,,,
Ocean Buoy (NDBC),-44010,-75.7,36.9,https://www.ndbc.noaa.gov/station_page.php?station=44010,NOAA,,,
Ocean Buoy (NDBC),"GEORGES BANK 170 NM East of Hyannis, MA (44011)",-66.562,41.093,https://www.ndbc.noaa.gov/station_page.php?station=44011,NOAA,,,
Ocean Buoy (NDBC),-44012,-74.6,38.8,https://www.ndbc.noaa.gov/station_page.php?station=44012,NOAA,,,
Ocean Buoy (NDBC),"BOSTON 16 NM East of Boston, MA (44013)",-70.651,42.346,https://www.ndbc.noaa.gov/station_page.php?station=44013,NOAA,,,
Ocean Buoy (NDBC),"VIRGINIA BEACH 64 NM East of Virginia Beach, VA (44014)",-74.837,36.603,https://www.ndbc.noaa.gov/station_page.php?station=44014,NOAA,,,
Ocean Buoy (NDBC),-44015,-73.4,37.5,https://www.ndbc.noaa.gov/station_page.php?station=44015,NOAA,,,
Ocean Buoy (NDBC),"MONTAUK POINT - 23 NM SSW of Montauk Point, NY (44017)",-72.049,40.693,https://www.ndbc.noaa.gov/station_page.php?station=44017,NOAA,,,
Ocean Buoy (NDBC),"CAPE COD - 9 NM North of Provincetown, MA (44018)",-70.154,42.203,https://www.ndbc.noaa.gov/station_page.php?station=44018,NOAA,,,
Ocean Buoy (NDBC),-44019,-75.2,36.4,https://www.ndbc.noaa.gov/station_page.php?station=44019,NOAA,,,
Ocean Buoy (NDBC),NANTUCKET SOUND (44020),-70.283,41.497,https://www.ndbc.noaa.gov/station_page.php?station=44020,NOAA,,,
Ocean Buoy (NDBC),-44023,-74.4,37.5,https://www.ndbc.noaa.gov/station_page.php?station=44023,NOAA,,,
Ocean Buoy (NDBC),"LONG ISLAND - 30 NM South of Islip, NY (44025)",-62.0851,38.9394,https://www.ndbc.noaa.gov/station_page.php?station=44025,NOAA,,,
Ocean Buoy (NDBC),-44026,-73.5,36,https://www.ndbc.noaa.gov/station_page.php?station=44026,NOAA,,,
Ocean Buoy (NDBC),"Jonesport, ME - 20 NM SE of Jonesport, ME (44027)",-67.3,44.283,https://www.ndbc.noaa.gov/station_page.php?station=44027,NOAA,,,
Ocean Buoy (NDBC),Buzzard&#039;s Bay (44028),-71.08,41.4,https://www.ndbc.noaa.gov/station_page.php?station=44028,NOAA,,,
Ocean Buoy (NDBC),"New York Harbor Entrance - 15 NM SE of Breezy Point , NY (44065)",-73.703,40.369,https://www.ndbc.noaa.gov/station_page.php?station=44065,NOAA,,,
Ocean Buoy (NDBC),"Texas Tower #4 - 75 NM East of Long Beach, NJ (44066)",-72.644,39.618,https://www.ndbc.noaa.gov/station_page.php?station=44066,NOAA,,,
Ocean Buoy (NDBC),Buzzards Bay MA. Offshore (44070),-71.004,41.392,https://www.ndbc.noaa.gov/station_page.php?station=44070,NOAA,,,
Ocean Buoy (NDBC),Chesapeake Light Va. (44071),-75.691,36.906,https://www.ndbc.noaa.gov/station_page.php?station=44071,NOAA,,,
Ocean Buoy (NDBC),"NORTHEAST CASTLE ROCK SEAMOUNT - 620NM South of St John&#039;s Newfoundland, CN (44401)",-50.03,37.592,https://www.ndbc.noaa.gov/station_page.php?station=44401,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST BLOCK CANYON - 130 NM SE of Fire Island, NY (44402)",-70.563,39.314,https://www.ndbc.noaa.gov/station_page.php?station=44402,NOAA,,,
Ocean Buoy (NDBC),"SABLE ISLAND BANK - 437 NM E of Boston, MA (44403)",-24.4066,47.8124,https://www.ndbc.noaa.gov/station_page.php?station=44403,NOAA,,,
Ocean Buoy (NDBC),Drifting Buoy (44585),0,0,https://www.ndbc.noaa.gov/station_page.php?station=44585,NOAA,,,
Ocean Buoy (NDBC),"MID SUPERIOR- 60 NM North Northeast Hancock, MI (45001)",-87.793,48.061,https://www.ndbc.noaa.gov/station_page.php?station=45001,NOAA,,,
Ocean Buoy (NDBC),NORTH MICHIGAN- Halfway between North Manitou and Washington Islands. (45002),-86.411,45.344,https://www.ndbc.noaa.gov/station_page.php?station=45002,NOAA,,,
Ocean Buoy (NDBC),"NORTH HURON - 32NM Northeast of Alpena, MI (45003)",-82.84,45.351,https://www.ndbc.noaa.gov/station_page.php?station=45003,NOAA,,,
Ocean Buoy (NDBC),"EAST SUPERIOR -70 NM NE Marquette, MI (45004)",-86.585,47.585,https://www.ndbc.noaa.gov/station_page.php?station=45004,NOAA,,,
Ocean Buoy (NDBC),"WEST ERIE - 16 NM NW of Lorain, OH (45005)",-82.398,41.677,https://www.ndbc.noaa.gov/station_page.php?station=45005,NOAA,,,
Ocean Buoy (NDBC),"WEST SUPERIOR - 30NM NE of Outer Island, WI (45006)",-89.793,47.335,https://www.ndbc.noaa.gov/station_page.php?station=45006,NOAA,,,
Ocean Buoy (NDBC),"SOUTH MICHIGAN - 43NM East Southeast of Milwaukee, WI (45007)",-87.026,42.674,https://www.ndbc.noaa.gov/station_page.php?station=45007,NOAA,,,
Ocean Buoy (NDBC),"SOUTH HURON - 43NM East of Oscoda, MI (45008)",-82.416,44.283,https://www.ndbc.noaa.gov/station_page.php?station=45008,NOAA,,,
Ocean Buoy (NDBC),-45009,-82,41.6,https://www.ndbc.noaa.gov/station_page.php?station=45009,NOAA,,,
Ocean Buoy (NDBC),-45010,-87.8,43,https://www.ndbc.noaa.gov/station_page.php?station=45010,NOAA,,,
Ocean Buoy (NDBC),Grand Haven Michigan (45011),-86.27,43.02,https://www.ndbc.noaa.gov/station_page.php?station=45011,NOAA,,,
Ocean Buoy (NDBC),"EAST Lake Ontario  - 20NM North Northeast of Rochester, NY (45012)",-77.401,43.621,https://www.ndbc.noaa.gov/station_page.php?station=45012,NOAA,,,
Ocean Buoy (NDBC),"WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK (46001)",-148.018,56.3,https://www.ndbc.noaa.gov/station_page.php?station=46001,NOAA,,,
Ocean Buoy (NDBC),"WEST OREGON - 275NM West of Coos Bay, OR (46002)",-130.507,42.662,https://www.ndbc.noaa.gov/station_page.php?station=46002,NOAA,,,
Ocean Buoy (NDBC),S ALEUTIANS (46003),-155.85,51.831,https://www.ndbc.noaa.gov/station_page.php?station=46003,NOAA,,,
Ocean Buoy (NDBC),"WEST WASHINGTON - 300NM West of Aberdeen, WA (46005)",-131.09,46.143,https://www.ndbc.noaa.gov/station_page.php?station=46005,NOAA,,,
Ocean Buoy (NDBC),"SOUTHEAST PAPA - 600NM West of Eureka, CA (46006)",-137.377,40.764,https://www.ndbc.noaa.gov/station_page.php?station=46006,NOAA,,,
Ocean Buoy (NDBC),-46007,-152.7,59.2,https://www.ndbc.noaa.gov/station_page.php?station=46007,NOAA,,,
Ocean Buoy (NDBC),-46008,-151.7,57.1,https://www.ndbc.noaa.gov/station_page.php?station=46008,NOAA,,,
Ocean Buoy (NDBC),-46009,-146.8,60.2,https://www.ndbc.noaa.gov/station_page.php?station=46009,NOAA,,,
Ocean Buoy (NDBC),-46010,-124.2,46.2,https://www.ndbc.noaa.gov/station_page.php?station=46010,NOAA,,,
Ocean Buoy (NDBC),"SANTA MARIA - 21NM NW of Point Arguello, CA (46011)",-120.998,34.936,https://www.ndbc.noaa.gov/station_page.php?station=46011,NOAA,,,
Ocean Buoy (NDBC),"HALF MOON BAY - 24NM SSW of San Francisco, CA (46012)",-122.881,37.356,https://www.ndbc.noaa.gov/station_page.php?station=46012,NOAA,,,
Ocean Buoy (NDBC),"BODEGA BAY - 48NM NW of San Francisco, CA (46013)",-123.317,38.235,https://www.ndbc.noaa.gov/station_page.php?station=46013,NOAA,,,
Ocean Buoy (NDBC),"PT ARENA - 19NM North of Point Arena, CA (46014)",-123.98,39.225,https://www.ndbc.noaa.gov/station_page.php?station=46014,NOAA,,,
Ocean Buoy (NDBC),"PORT ORFORD - 15 NM West of Port Orford, OR (46015)",-124.844,42.752,https://www.ndbc.noaa.gov/station_page.php?station=46015,NOAA,,,
Ocean Buoy (NDBC),-46016,-170.3,63.283,https://www.ndbc.noaa.gov/station_page.php?station=46016,NOAA,,,
Ocean Buoy (NDBC),-46017,-172.3,60.283,https://www.ndbc.noaa.gov/station_page.php?station=46017,NOAA,,,
Ocean Buoy (NDBC),-46018,-177,60.283,https://www.ndbc.noaa.gov/station_page.php?station=46018,NOAA,,,
Ocean Buoy (NDBC),-46019,-170.3,57.2,https://www.ndbc.noaa.gov/station_page.php?station=46019,NOAA,,,
Ocean Buoy (NDBC),-46020,-168,55.883,https://www.ndbc.noaa.gov/station_page.php?station=46020,NOAA,,,
Ocean Buoy (NDBC),-46021,-160,57.7,https://www.ndbc.noaa.gov/station_page.php?station=46021,NOAA,,,
Ocean Buoy (NDBC),"EEL RIVER - 17NM WSW of Eureka, CA (46022)",-124.54,40.716,https://www.ndbc.noaa.gov/station_page.php?station=46022,NOAA,,,
Ocean Buoy (NDBC),"PT ARGUELLO - 17NM WNW of Point Arguello, CA (46023)",-120.967,34.714,https://www.ndbc.noaa.gov/station_page.php?station=46023,NOAA,,,
Ocean Buoy (NDBC),-46024,-119.2,33,https://www.ndbc.noaa.gov/station_page.php?station=46024,NOAA,,,
Ocean Buoy (NDBC),"Santa Monica Basin - 33NM WSW of Santa Monica, CA (46025)",-119.045,33.755,https://www.ndbc.noaa.gov/station_page.php?station=46025,NOAA,,,
Ocean Buoy (NDBC),"SAN FRANCISCO - 18NM West of San Francisco, CA (46026)",-122.839,37.754,https://www.ndbc.noaa.gov/station_page.php?station=46026,NOAA,,,
Ocean Buoy (NDBC),"ST GEORGES - 8 NM NW of Crescent City, CA (46027)",-124.382,41.84,https://www.ndbc.noaa.gov/station_page.php?station=46027,NOAA,,,
Ocean Buoy (NDBC),"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA (46028)",-121.903,35.77,https://www.ndbc.noaa.gov/station_page.php?station=46028,NOAA,,,
Ocean Buoy (NDBC),COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth (46029),-124.487,46.163,https://www.ndbc.noaa.gov/station_page.php?station=46029,NOAA,,,
Ocean Buoy (NDBC),BLUNTS REEF (46030),-124.525,40.423,https://www.ndbc.noaa.gov/station_page.php?station=46030,NOAA,,,
