bom_stn_num,name,lat,long,state,location_types,forecast_site_classification,basin,agency,featreal,objectid
74258,Deniliquin Airport Aws,-35.5575,144.9458,NSW,"rain gauge;",data,Murray-Riverina,Bureau of Meteorology,2024/10/10 00:00:00,10909
75019,Hay Airport Aws,-34.5412,144.8315,NSW,"rain gauge;",data,Murrumbidgee River,Bureau of Meteorology,2024/10/10 00:00:00,10910
75032,Hillston Airport,-33.4915,145.5248,NSW,"rain gauge;",data,Lachlan River,Bureau of Meteorology,2024/10/10 00:00:00,10911
75039,Lake Cargelligo Airport,-33.2832,146.3706,NSW,"rain gauge;",data,Lachlan River,Bureau of Meteorology,2024/10/10 00:00:00,10912
75041,Griffith Airport Aws,-34.2487,146.0695,NSW,"rain gauge;",data,Murrumbidgee River,Bureau of Meteorology,2024/10/10 00:00:00,10913
76031,Mildura Airport,-34.2358,142.0867,VIC,"rain gauge;",data,Mallee,Bureau of Meteorology,2024/10/10 00:00:00,10917
76064,Walpeup Research,-35.1201,142.004,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10918
77010,Hopetoun Airport,-35.7151,142.3569,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10923
77094,Swan Hill Aerodrome,-35.3766,143.5416,VIC,"rain gauge;",data,Avoca River,Bureau of Meteorology,2024/10/10 00:00:00,10924
78015,Nhill Aerodrome,-36.3093,141.6486,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10925
79028,Longerenong,-36.6722,142.2991,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10926
79097,Kanagulk,-37.1169,141.8031,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10927
79099,Edenhope Airport,-37.0222,141.2657,VIC,"rain gauge;",data,Millicent Coast,Bureau of Meteorology,2024/10/10 00:00:00,10928
79100,Horsham Aerodrome,-36.6699,142.1733,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10929
79101,Ben Nevis,-37.2281,143.2005,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10930
79103,Mount William,-37.295,142.6039,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10931
79105,Stawell Aerodrome,-37.072,142.7402,VIC,"rain gauge;",data,Wimmera-Avon Rivers,Bureau of Meteorology,2024/10/10 00:00:00,10932
80091,Kyabram,-36.335,145.0638,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,10934
80128,Charlton,-36.2846,143.3341,VIC,"rain gauge;",data,Avoca River,Bureau of Meteorology,2024/10/10 00:00:00,10936
81049,Tatura Inst Sustainable Ag,-36.4379,145.2673,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,10938
81063,Avoca,-37.0833,143.4833,VIC,"rain gauge;",data,Avoca River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10939
81087,Highlands,-36.2567,146.0433,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10940
81123,Bendigo Airport,-36.7411,144.3274,VIC,"rain gauge;",data,Loddon River,Bureau of Meteorology,2024/10/10 00:00:00,10941
81124,Yarrawonga,-36.0294,146.0305,VIC,"rain gauge;",data,Ovens River,Bureau of Meteorology,2024/10/10 00:00:00,10942
81125,Shepparton Airport,-36.4288,145.3949,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,10943
81127,Avoca River At Archdale Junction,-36.8867,143.5022,VIC,"rain gauge;water level gauge;model point;",data,Avoca River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10944
82031,Snowy Ck D/S Lightning Creek,-36.6625,147.4319,VIC,"rain gauge;water level gauge;",data,Upper Murray River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10945
82039,Rutherglen Research,-36.1048,146.5094,VIC,"rain gauge;",data,Ovens River,Bureau of Meteorology,2024/10/10 00:00:00,10946
82043,Strathbogie North,-36.7871,145.8225,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10947
82084,Honeysuckle Ck U/S Violet Town,-36.7136,145.7603,VIC,"rain gauge;water level gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10948
82105,King River At Cheshunt,-36.8314,146.3982,VIC,"rain gauge;water level gauge;model point;",information,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10949
82106,Miita Mitta River @ Tallandoon,-36.4083,147.2333,VIC,"rain gauge;water level gauge;model point;",official,Upper Murray River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10950
82112,Ovens River @ Eurobin,-36.6533,146.8567,VIC,"rain gauge;water level gauge;model point;",official,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10952
82116,Boggy Ck At Angleside,-36.6083,146.3583,VIC,"rain gauge;water level gauge;model point;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10953
82128,Hurdle Ck At Bobinawarrah,-36.5131,146.4483,VIC,"rain gauge;water level gauge;model point;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10954
82134,Warrenbayne,-36.6918,145.8741,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10955
82138,Wangaratta Aero,-36.4205,146.3056,VIC,"rain gauge;",data,Ovens River,Bureau of Meteorology,2024/10/10 00:00:00,10956
82139,Hunters Hill,-36.2137,147.5395,VIC,"rain gauge;",data,Upper Murray River,Bureau of Meteorology,2024/10/10 00:00:00,10957
82140,Charnwood,-36.8542,145.9381,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10958
82142,Mount Tabletop Repeater,-36.9461,146.2197,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10959
82143,Heronslea,-36.7861,145.6581,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10960
82144,Waterhouse Reservoir,-36.8167,145.64,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10961
82145,Hillside,-36.8753,145.5783,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10962
82146,Morella,-36.9322,145.5842,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10963
82147,Enderlee,-36.9217,145.6769,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10964
82148,Moroko Park,-36.8278,145.8494,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10965
82149,Castle Ck At Telford Bridge,-36.7858,145.5683,VIC,"rain gauge;water level gauge;model point;",information,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10966
82151,Seven Creeks At Strathbogie,-36.8628,145.7333,VIC,"rain gauge;water level gauge;model point;",information,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10968
82153,Balquhain,-36.8206,145.705,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10969
82154,Seven Creeks At D/S Polly Mcquinns Weir,-36.8892,145.6814,VIC,"rain gauge;water level gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10970
82155,Holland Ck At Wrightley,-36.8211,146.1278,VIC,"rain gauge;water level gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10971
82156,Handcocks,-36.7903,146.28,VIC,"rain gauge;",data,Ovens River,"Rural City of Wangaratta, North East Catchment Management Authority",2024/10/10 00:00:00,10972
82157,Myrrhee (Cryers),-36.74,146.34,VIC,"rain gauge;",data,Ovens River,Bureau of Meteorology,2024/10/10 00:00:00,10973
82158,Black Range Trout Farm,-36.7478,146.5362,VIC,"rain gauge;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10974
82162,Rosewhite Fld,-36.5775,146.8203,VIC,"rain gauge;water level gauge;model point;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10975
82163,Carboor Upper,-36.6364,146.5547,VIC,"rain gauge;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10976
82165,Stump Hill (Barjarg),-36.9502,146.0095,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10977
82166,Bloomfield Park (Everton),-36.4186,146.5572,VIC,"rain gauge;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10978
87113,Avalon Airport,-38.0288,144.4783,VIC,"rain gauge;",data,Moorabool River,Bureau of Meteorology,2024/10/10 00:00:00,10979
82167,Greta West,-36.5344,146.2181,VIC,"rain gauge;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10980
83000,Archerton,-36.9064,146.2389,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10981
83001,Ovens River @ Harrietville,-36.8799,147.062,VIC,"rain gauge;water level gauge;model point;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10982
83024,Mount Buller,-37.145,146.4394,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,10984
83055,Mount Hotham Airport,-37.0491,147.3347,VIC,"rain gauge;",data,Upper Murray River,Bureau of Meteorology,2024/10/10 00:00:00,10985
83058,Buckland River At Twelve Mile,-36.8547,146.8581,VIC,"rain gauge;water level gauge;model point;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10986
83073,Mount Buffalo Chalet,-36.722,146.8189,VIC,"rain gauge;",data,Ovens River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10987
83074,Lake William Hovell Reservoir,-36.9136,146.3864,VIC,"rain gauge;model point;",data,Ovens River,Bureau of Meteorology,2024/10/10 00:00:00,10988
83077,Bald Hill,-37.0322,146.3508,VIC,"rain gauge;",data,Broken River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,10989
83084,Falls Creek,-36.8708,147.2755,VIC,"rain gauge;",data,Kiewa River,Bureau of Meteorology,2024/10/10 00:00:00,10990
83085,Mount Hotham,-36.9772,147.1342,VIC,"rain gauge;",data,Mitchell River (Vic),Bureau of Meteorology,2024/10/10 00:00:00,10991
83090,Omeo,-37.1017,147.6008,VIC,"rain gauge;",data,Upper Murray River,Bureau of Meteorology,2024/10/10 00:00:00,10992
83093,Mt Sunday,-37.3399,146.4242,VIC,"rain gauge;",data,Goulburn River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,10993
83094,High Ridge,-37.2236,146.6021,VIC,"rain gauge;",data,Thomson River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,10994
84016,Gabo Island Lighthouse,-37.5679,149.9158,VIC,"rain gauge;",data,East Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,10995
84084,Mallacoota,-37.5976,149.7289,VIC,"rain gauge;",data,East Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,10996
84097,Bullumwaal,-37.6764,147.5514,VIC,"rain gauge;",data,Mitchell River (Vic),Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,10997
84109,Snowy River At D/S Basin Creek,-37.5006,148.2717,VIC,"rain gauge;water level gauge;model point;",official,Snowy River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,10998
84118,Wonnangatta River @ Waterford,-37.49,147.1658,VIC,"rain gauge;water level gauge;model point;",information,Mitchell River (Vic),Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,10999
84126,Snowy River At Mckillops Bridge,-37.083,148.4141,VIC,"rain gauge;water level gauge;model point;",official,Snowy River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11000
84128,Cann River (East Branch) At Chandlers Ck,-37.3564,149.2058,VIC,"rain gauge;water level gauge;model point;",official,East Gippsland,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11002
84142,Gelantipy,-37.22,148.2626,VIC,"rain gauge;",data,Snowy River,Bureau of Meteorology,2024/10/10 00:00:00,11003
84143,Combienbar Aws,-37.3416,149.0227,VIC,"rain gauge;",data,East Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,11004
84144,Mount Nowa Nowa,-37.6924,148.0908,VIC,"rain gauge;",data,Tambo River,Bureau of Meteorology,2024/10/10 00:00:00,11005
84145,Orbost,-37.6922,148.4667,VIC,"rain gauge;",data,Snowy River,Bureau of Meteorology,2024/10/10 00:00:00,11006
84147,Mitchell River @ Rosehill,-37.8164,147.5714,VIC,"rain gauge;water level gauge;model point;",data,Mitchell River (Vic),Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11008
84152,Mount Delegate,-37.1125,148.8974,VIC,"rain gauge;",data,Snowy River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11009
85007,Balook,-38.4307,146.5398,VIC,"rain gauge;",data,South Gippsland,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11010
86104,Scoresby Research Institute,-37.871,145.2561,VIC,"rain gauge;",data,Bunyip River,Bureau of Meteorology,2024/10/10 00:00:00,11011
85009,Traralgon Epa,-38.1951,146.5293,VIC,"rain gauge;",data,Latrobe River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11012
85021,Mount Useful,-37.7,146.5167,VIC,"rain gauge;",data,Thomson River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11013
85072,East Sale,-38.1156,147.1323,VIC,"rain gauge;",data,Thomson River,Bureau of Meteorology,2024/10/10 00:00:00,11014
85096,Wilsons Promontory Lighthouse,-39.1297,146.4246,VIC,"rain gauge;",data,South Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,11015
85099,Pound Creek,-38.6297,145.8107,VIC,"rain gauge;",data,South Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,11016
85151,Yarram Airport,-38.5647,146.7479,VIC,"rain gauge;",data,South Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,11017
85236,Callignee North,-38.3181,146.5645,VIC,"rain gauge;",data,Latrobe River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11019
85270,Mitchell River @ Glenaladale,-37.7647,147.3744,VIC,"rain gauge;water level gauge;model point;",official,Mitchell River (Vic),Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11021
85276,Avon River @ The Channel,-37.8039,146.8842,VIC,"rain gauge;water level gauge;model point;",information,Thomson River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11023
85279,Bairnsdale Airport,-37.8818,147.5669,VIC,"rain gauge;",data,Mitchell River (Vic),Bureau of Meteorology,2024/10/10 00:00:00,11024
85280,Latrobe Valley Airport,-38.2094,146.4746,VIC,"rain gauge;",data,Latrobe River,Bureau of Meteorology,2024/10/10 00:00:00,11025
586162,Gardiners Creek @ Kinkora Rd Retarding Basin,-37.8167,145.15,VIC,"rain gauge;water level gauge;",data,Yarra River,Melbourne Water,2024/10/10 00:00:00,11026
85281,Traralgon Creek At Koornalla,-38.3245,146.5301,VIC,"rain gauge;water level gauge;model point;",data,Latrobe River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11027
85288,Mount Tamboritha,-37.4667,146.6883,VIC,"rain gauge;",data,Thomson River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11028
85289,Murderers Hill,-37.8514,146.555,VIC,"rain gauge;",data,Thomson River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11029
85291,Mount Baw Baw,-37.8384,146.2747,VIC,"rain gauge;",data,Latrobe River,Bureau of Meteorology,2024/10/10 00:00:00,11030
85296,Mount Moornapa,-37.7481,147.1428,VIC,"rain gauge;",data,Thomson River,Bureau of Meteorology,2024/10/10 00:00:00,11031
85301,Yanakie,-38.8051,146.1936,VIC,"rain gauge;",data,South Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,11032
85302,Snowy Range,-37.2864,146.7188,VIC,"rain gauge;",data,Thomson River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11033
85303,Reeves Knob,-37.5325,147.0053,VIC,"rain gauge;",data,Thomson River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11034
85304,Mount Wellington,-37.4967,146.8575,VIC,"rain gauge;",data,Mitchell River (Vic),Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11035
85307,Jeeralang North,-38.3545,146.4379,VIC,"rain gauge;",data,Latrobe River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11036
85308,Thorpdale Peak,-38.3053,146.2139,VIC,"rain gauge;",data,Latrobe River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11037
85309,Moe South,-38.2186,146.2487,VIC,"rain gauge;",data,Latrobe River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11038
85310,Yarragon South,-38.2741,146.0914,VIC,"rain gauge;",data,Latrobe River,Gippsland Regional Water Monitoring Partnership,2024/10/10 00:00:00,11039
85313,Nilma North (Warragul),-38.1321,145.9865,VIC,"rain gauge;",data,Latrobe River,Bureau of Meteorology,2024/10/10 00:00:00,11040
86038,Essendon Airport,-37.7276,144.9066,VIC,"rain gauge;",data,Yarra River,Bureau of Meteorology,2024/10/10 00:00:00,11041
86068,Viewbank,-37.7408,145.0972,VIC,"rain gauge;",data,Yarra River,Bureau of Meteorology,2024/10/10 00:00:00,11042
86077,Moorabbin Airport,-37.98,145.0962,VIC,"rain gauge;",data,Bunyip River,Bureau of Meteorology,2024/10/10 00:00:00,11043
86266,Ferny Creek,-37.8748,145.3497,VIC,"rain gauge;",data,Bunyip River,Bureau of Meteorology,2024/10/10 00:00:00,11044
86282,Melbourne Airport,-37.6654,144.8322,VIC,"rain gauge;",data,Maribyrnong River,Bureau of Meteorology,2024/10/10 00:00:00,11045
86338,Melbourne (Olympic Park),-37.8255,144.9816,VIC,"rain gauge;",data,Yarra River,Bureau of Meteorology,2024/10/10 00:00:00,11046
86347,Yarra River @ Warrandyte,-37.7417,145.2167,VIC,"rain gauge;water level gauge;model point;",official,Yarra River,Melbourne Water,2024/10/10 00:00:00,11047
86361,Cerberus,-38.3646,145.1785,VIC,"rain gauge;",data,Bunyip River,Bureau of Meteorology,2024/10/10 00:00:00,11048
86373,Rhyll,-38.4612,145.3101,VIC,"rain gauge;",data,South Gippsland,Bureau of Meteorology,2024/10/10 00:00:00,11049
86383,Coldstream,-37.7239,145.4092,VIC,"rain gauge;",data,Yarra River,Bureau of Meteorology,2024/10/10 00:00:00,11050
87016,Moorabool River At Morrisons,-37.7654,144.1048,VIC,"rain gauge;water level gauge;model point;",data,Moorabool River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11051
87021,Durdidwarrah,-37.8233,144.2078,VIC,"rain gauge;",data,Moorabool River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11052
87031,Laverton Raaf,-37.8565,144.7565,VIC,"rain gauge;",data,Werribee River,Bureau of Meteorology,2024/10/10 00:00:00,11053
87046,Mount Boninyong,-37.6719,143.94,VIC,"rain gauge;",data,Barwon River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11055
87068,Moorabool River At Lal Lal,-37.645,144.0411,VIC,"rain gauge;water level gauge;model point;",data,Moorabool River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11056
87162,Barwon River At Pollocksford,-38.1435,144.1872,VIC,"rain gauge;water level gauge;model point;",information,Barwon River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11058
87168,She Oaks,-37.9075,144.1303,VIC,"rain gauge;",data,Moorabool River,Bureau of Meteorology,2024/10/10 00:00:00,11059
87184,Geelong Racecourse,-38.1737,144.3765,VIC,"rain gauge;",data,Barwon River,Bureau of Meteorology,2024/10/10 00:00:00,11060
88010,Avalon Station,-37.2531,144.8614,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,11061
88051,Redesdale,-37.0194,144.5203,VIC,"rain gauge;",data,Campaspe River,Bureau of Meteorology,2024/10/10 00:00:00,11062
88064,Mollisons Ck At Pyalong,-37.1225,144.8561,VIC,"rain gauge;water level gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,11063
88071,Bullarto South,-37.4181,144.2133,VIC,"rain gauge;",data,Werribee River,Central Highlands Water,2024/10/10 00:00:00,11064
88103,Marysville Golf Course,-37.4958,145.7475,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,11066
88109,Mangalore Airport,-36.8886,145.1859,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,11067
88119,Acheron River @ Taggerty,-37.3167,145.7167,VIC,"rain gauge;water level gauge;model point;",official,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,11068
586166,St Kilda Marina,-37.8742,144.975,VIC,"rain gauge;",data,Yarra River,Melbourne Water,2024/10/10 00:00:00,11069
88126,Goulburn River @ Seymour,-37.0213,145.1091,VIC,"rain gauge;water level gauge;model point;",official,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,11071
88154,Highwood Tbrg,-37.3908,145.4768,VIC,"rain gauge;",data,Goulburn River,Northern Regional Water Monitoring Partnership,2024/10/10 00:00:00,11072
88158,Strath Creek,-37.2714,145.2831,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,11073
88162,Kilmore Gap,-37.3807,144.9654,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,11074
88164,Eildon Fire Tower,-37.2091,145.8423,VIC,"rain gauge;",data,Goulburn River,Bureau of Meteorology,2024/10/10 00:00:00,11075
89002,Ballarat Aerodrome,-37.5127,143.7911,VIC,"rain gauge;",data,Hopkins River,Bureau of Meteorology,2024/10/10 00:00:00,11076
89084,Warrambine Ck At Warrambine,-37.9333,143.8667,VIC,"rain gauge;water level gauge;model point;",data,Barwon River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11077
89104,Leigh River @ Mount Mercer,-37.8128,143.9178,VIC,"rain gauge;water level gauge;model point;",information,Barwon River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11078
89112,Westmere,-37.7067,142.9378,VIC,"rain gauge;",data,Hopkins River,Bureau of Meteorology,2024/10/10 00:00:00,11079
90015,Cape Otway Lighthouse,-38.8557,143.513,VIC,"rain gauge;",data,Otway Coast,Bureau of Meteorology,2024/10/10 00:00:00,11080
90035,Mount Gellibrand,-38.2333,143.7924,VIC,"rain gauge;",data,Barwon River,Bureau of Meteorology,2024/10/10 00:00:00,11081
90167,Winchelsea (Post Office),-38.243,143.9887,VIC,"rain gauge;",data,Barwon River,Corangamite Catchment Management Authority,2024/10/10 00:00:00,11084
90171,Portland Airport,-38.3148,141.4705,VIC,"rain gauge;",data,Portland Coast,Bureau of Meteorology,2024/10/10 00:00:00,11085
90173,Hamilton Airport,-37.6486,142.0636,VIC,"rain gauge;",data,Glenelg River,Bureau of Meteorology,2024/10/10 00:00:00,11086
90175,Port Fairy Aws,-38.3906,142.2348,VIC,"rain gauge;",data,Portland Coast,Bureau of Meteorology,2024/10/10 00:00:00,11087
90176,Mortlake Racecourse,-38.0737,142.7744,VIC,"rain gauge;",data,Hopkins River,Bureau of Meteorology,2024/10/10 00:00:00,11088
90180,Aireys Inlet,-38.4583,144.0883,VIC,"rain gauge;",data,Otway Coast,Bureau of Meteorology,2024/10/10 00:00:00,11089
90182,Casterton,-37.583,141.3339,VIC,"rain gauge;",data,Glenelg River,Bureau of Meteorology,2024/10/10 00:00:00,11090
90183,Mount Sabine,-38.6286,143.7306,VIC,"rain gauge;",data,Otway Coast,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11091
90184,Cape Nelson Lighthouse,-38.4306,141.5437,VIC,"rain gauge;",data,Portland Coast,Bureau of Meteorology,2024/10/10 00:00:00,11092
90185,Mount Cowley,-38.5497,143.8594,VIC,"rain gauge;",data,Otway Coast,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11093
90186,Warrnambool Airport Ndb,-38.2869,142.4524,VIC,"rain gauge;",data,Hopkins River,Bureau of Meteorology,2024/10/10 00:00:00,11094
90187,Boonah,-38.4115,143.9771,VIC,"rain gauge;",data,Otway Coast,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11095
90188,Benwerrin,-38.4831,143.9142,VIC,"rain gauge;",data,Otway Coast,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11096
90189,Gerangamete,-38.4467,143.7283,VIC,"rain gauge;water level gauge;",data,Barwon River,South West Regional Water Monitoring Partnership,2024/10/10 00:00:00,11097
90194,Dartmoor,-37.9222,141.2614,VIC,"rain gauge;",data,Glenelg River,Bureau of Meteorology,2024/10/10 00:00:00,11098
91033,Frankford (Rossville),-41.3203,146.7378,TAS,"rain gauge;",data,Rubicon River,Bureau of Meteorology,2024/10/10 00:00:00,11100
91053,Lilydale Post Office,-41.25,147.2169,TAS,"rain gauge;",data,Piper-Ringarooma Rivers,Bureau of Meteorology,2024/10/10 00:00:00,11101
91055,Lorinna,-41.5406,146.1364,TAS,"rain gauge;",data,Forth River,Bureau of Meteorology,2024/10/10 00:00:00,11102
91086,Ringarooma (Main Street),-41.2439,147.7353,TAS,"rain gauge;",data,Piper-Ringarooma Rivers,Bureau of Meteorology,2024/10/10 00:00:00,11104
91105,Wilmot (Back Road),-41.3697,146.1719,TAS,"rain gauge;",data,Forth River,Bureau of Meteorology,2024/10/10 00:00:00,11105
91107,Wynyard Airport,-40.9964,145.7311,TAS,"rain gauge;",data,Smithton-Burnie Coast,Bureau of Meteorology,2024/10/10 00:00:00,11106
91109,Yolla (Sea View),-41.1415,145.7061,TAS,"rain gauge;",data,Smithton-Burnie Coast,Bureau of Meteorology,2024/10/10 00:00:00,11107
91121,Waterhouse(Barooga),-40.9431,147.5922,TAS,"rain gauge;",data,Piper-Ringarooma Rivers,Bureau of Meteorology,2024/10/10 00:00:00,11108
91126,Devonport Airport,-41.1701,146.4289,TAS,"rain gauge;",data,Mersey River,Bureau of Meteorology,2024/10/10 00:00:00,11109
91150,Western Creek (Somer Hill),-41.6419,146.5244,TAS,"rain gauge;",data,Tamar River,Bureau of Meteorology,2024/10/10 00:00:00,11110
91153,Barrington Post Office,-41.3356,146.2797,TAS,"rain gauge;",data,Forth River,Bureau of Meteorology,2024/10/10 00:00:00,11111
91156,Weetah (Weetah Road),-41.4717,146.6456,TAS,"rain gauge;",data,Tamar River,Bureau of Meteorology,2024/10/10 00:00:00,11112
91168,Gowrie Park,-41.4706,146.2147,TAS,"rain gauge;",data,Mersey River,Department of Natural Resources and Environment,2024/10/10 00:00:00,11113
91186,Forthside Research Station,-41.2039,146.265,TAS,"rain gauge;",data,Forth River,Bureau of Meteorology,2024/10/10 00:00:00,11114
91194,Mount Victoria (Una Plain),-41.3456,147.8036,TAS,"rain gauge;",data,Tamar River,Bureau of Meteorology,2024/10/10 00:00:00,11115
