bom_stn_num,name,lat,long,state,location_types,forecast_site_classification,basin,agency,featreal,objectid,URL
544012,Narran River Tm,-28.8417,148.0514,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13574,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
544014,Wyandra Tm,-27.25,145.9667,qld,rain gauge;water level gauge;model point;,official,Warrego River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13576,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544016,Hebel Tm,-28.97,147.795,qld,rain gauge;water level gauge;model point;,official,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13578,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
544017,Hastings Tm,-28.4333,148.2667,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13579,
544021,Binnowee Tm,-26.4842,146.0861,qld,rain gauge;water level gauge;,data,Warrego River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13583,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544022,Cardiff Tm,-27.8311,147.5164,qld,rain gauge;water level gauge;model point;,information,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13584,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
544025,Roseleigh Crossing Tm,-28.9225,146.8778,qld,rain gauge;water level gauge;model point;,data,Condamine-Culgoa Rivers,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13587,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
544026,Joylands Alert,-26.3933,146.5739,qld,rain gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13588,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544027,Lower Bradleys Alert,-26.3736,146.3397,qld,rain gauge;water level gauge;,information,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13589,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544028,Raceview Alert,-26.4083,146.4042,qld,rain gauge;water level gauge;model point;,information,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13590,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544029,South Lesdale Alert,-26.4153,146.5158,qld,rain gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13591,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544030,Spring Hill Alert,-26.4669,146.4153,qld,rain gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13592,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544031,Arabella Alert,-26.4336,146.4586,qld,rain gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13593,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544032,Middle Creek Alert,-26.3242,146.4383,qld,rain gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13594,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544033,Lesdale Alert,-26.3731,146.5244,qld,rain gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13595,
544034,Raceview Towers Alert,-26.3983,146.3597,qld,rain gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13596,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544035,Tyrconnel Tm,-26.299,147.5501,qld,rain gauge;,data,Condamine-Culgoa Rivers,Maranoa Regional Council,2024/10/10 00:00:00,13597,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
544036,Eversfield Tm,-26.6569,147.4481,qld,rain gauge;,data,Condamine-Culgoa Rivers,Maranoa Regional Council,2024/10/10 00:00:00,13598,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60343.html
544041,Old Tambo Rd Alert,-25.6053,146.5025,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13599,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544047,Biddenham Alert,-25.8033,146.4253,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13600,
544055,Wellwater Rd Alert,-26.325,146.32,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13601,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544058,Warilda Alert,-26.1267,145.6694,qld,rain gauge;water level gauge;,information,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13602,
544062,Bonfield Alert,-26.1658,146.9503,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13603,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544067,Bonella Al,-26.2387,145.8924,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13604,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544069,Alice Downs Al,-26.4131,146.887,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13605,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544072,Wallal Alert,-26.653,146.1758,qld,rain gauge;water level gauge;,data,Warrego River,Murweh Shire Council,2024/10/10 00:00:00,13606,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544075,Humeburn Al,-27.3984,145.2076,qld,rain gauge;water level gauge;,information,Paroo River,Paroo Shire Council,2024/10/10 00:00:00,13607,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
544080,Alroy Crossing Tm,-27.8055,144.7079,qld,rain gauge;water level gauge;,data,Paroo River,Paroo Shire Council,2024/10/10 00:00:00,13608,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
545001,Autumnvale Tm,-27.7633,143.9192,qld,rain gauge;water level gauge;model point;,information,Bulloo River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13609,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
545002,Nappa Merrie Tm,-27.6008,141.095,qld,rain gauge;water level gauge;model point;,information,Cooper Creek,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13610,
545007,Quilpie Tm,-26.6167,144.2833,qld,rain gauge;water level gauge;model point;,official,Bulloo River,"Department of Regional Development, Manufacturing and Water",2024/10/10 00:00:00,13612,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
545008,Winbin Creek Tm,-26.6189,144.5124,qld,rain gauge;water level gauge;,data,Bulloo River,Quilpie Shire Council,2024/10/10 00:00:00,13613,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
545009,Yappi Creek Tm,-27.9039,143.8009,qld,rain gauge;water level gauge;,data,Bulloo River,Bulloo Shire Council,2024/10/10 00:00:00,13614,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDQ60344.html
545010,Milroy Tm,-26.0556,144.3533,qld,rain gauge;water level gauge;,data,Bulloo River,Quilpie Shire Council,2024/10/10 00:00:00,13615,
553024,Boomi Offtake (Boomi River),-28.6333,149.6667,nsw,rain gauge;water level gauge;model point;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13708,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
554002,Ridgelands (Macintyre River),-29.0567,150.905,nsw,rain gauge;water level gauge;model point;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13715,
554010,Horton Dam Site (Horton River),-30.2081,150.4281,nsw,rain gauge;water level gauge;model point;,data,Gwydir River,WaterNSW,2024/10/10 00:00:00,13722,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
554014,Yetman Bridge (Macintyre River),-28.9028,150.78,nsw,rain gauge;water level gauge;model point;,official,Border Rivers,WaterNSW,2024/10/10 00:00:00,13725,
554015,Coolatai (Ottleys Creek),-29.2339,150.7581,nsw,rain gauge;water level gauge;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13726,
554016,Tintot (Macintre R),-29.4239,150.9789,nsw,rain gauge;water level gauge;model point;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13727,
554017,Glenorchy (Frazers Ck),-29.5136,151.1761,nsw,rain gauge;water level gauge;model point;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13728,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555005,Caroona (Mooki River),-31.4089,150.4297,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13734,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555007,Tambar Springs (Coxs Creek),-31.3503,149.8858,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13736,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555009,Taroona (Peel River),-31.4333,151.1333,nsw,rain gauge;water level gauge;model point;,data,Namoi River,"WaterNSW, Tamworth Regional Council",2024/10/10 00:00:00,13738,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555013,Boggabri (Coxs Creek),-30.775,149.9889,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13741,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555017,Old Warrah (Warrah Creek),-31.66,150.6431,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13743,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555019,Bomera Creek (Bomera Creek),-31.3783,149.8733,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13745,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555021,Bundella (Bundella Creek),-31.5717,149.98,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13747,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555022,Ruvigne (Mooki River),-31.0353,150.3336,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13748,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
555026,Macdonald R At Retreat,-30.6277,151.1083,nsw,rain gauge;water level gauge;model point;,data,Namoi River,WaterNSW,2024/10/10 00:00:00,13751,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
556002,Donaldson (Mole River),-29.0167,151.6,nsw,rain gauge;water level gauge;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13759,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
556004,Bolivia (Deepwater River),-29.3,151.9333,nsw,rain gauge;water level gauge;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13761,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
556006,Yarrowyck (Gwydir River),-30.4686,151.3617,nsw,rain gauge;water level gauge;model point;,data,Gwydir River,WaterNSW,2024/10/10 00:00:00,13763,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
556007,Bundarra  (Gwydir River),-30.1725,151.0639,nsw,rain gauge;water level gauge;model point;,official,Gwydir River,WaterNSW,2024/10/10 00:00:00,13764,
556008,Inverell (Middle Creek),-29.8,151.1333,nsw,rain gauge;water level gauge;model point;,information,Border Rivers,WaterNSW,2024/10/10 00:00:00,13765,
556009,Kimberley (Copes Creek),-29.9167,151.1167,nsw,rain gauge;water level gauge;model point;,data,Gwydir River,WaterNSW,2024/10/10 00:00:00,13766,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
556010,Westholme (Frasers Creek),-29.351,151.084,nsw,rain gauge;water level gauge;model point;,data,Border Rivers,WaterNSW,2024/10/10 00:00:00,13767,http://www.bom.gov.au/cgi-bin/wrap_fwo.pl?IDN60156.html
